gender,orientation,gender_orientation,age,ethnicity,country,education_phase,religion_type,religion_seriosity,man_with_100,woman_with_100
Woman,Bisexual,Bisexual_female,27,White,NY,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,26,Hispanic / Latin,TX,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,26,Asian,Italy,Graduated from,Other,NA,Yes,Yes
Woman,Straight,Hetero_female,24,Black,LA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,34,White,UK,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,36,White,NY,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,24,White,UK,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,21,NA,TX,Graduated from,Christianity,and somewhat serious about it,Yes,No
Man,Straight,Hetero_male,21,"Black, Hispanic / Latin",NY,NA,Islam,NA,No,No
Man,Straight,Hetero_male,34,White,NY,Graduated from,Atheism,but not too serious about it,Yes,Yes
Woman,Bisexual,Bisexual_female,35,White,UK,NA,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,23,White,TX,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,18,Hispanic / Latin,NJ,NA,Catholicism,but not too serious about it,Yes,Yes
Woman,Bisexual,Bisexual_female,25,White,LA,Dropped out of,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,35,Other,NY,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,26,Asian,UK,Graduated from,Agnosticism,and laughing about it,Yes,Yes
Woman,Straight,Hetero_female,24,White,UK,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,26,White,Germany,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,18,NA,UK,NA,-,NA,No,No
Man,Bisexual,Bisexual_male,19,White,UK,Working on,-,NA,No,No
Man,Straight,Hetero_male,24,Asian,NY,Working on,Islam,NA,Yes,Yes
Man,Straight,Hetero_male,30,White,UK,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,36,White,Sweden,NA,-,NA,No,No
Man,Straight,Hetero_male,24,"Black, White",UK,Graduated from,-,NA,Yes,Yes
Woman,Straight,Hetero_female,24,White,UK,NA,-,NA,No,No
Woman,Straight,Hetero_female,36,NA,Australia,Graduated from,Atheism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,25,White,UK,Dropped out of,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,25,White,Denmark,Working on,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,32,White,Sweden,Graduated from,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,26,White,Netherlands,Graduated from,Atheism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,29,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,22,White,UK,Graduated from,Catholicism,and laughing about it,No,No
Woman,Straight,Hetero_female,24,White,NY,Graduated from,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,19,White,NY,Working on,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,19,White,UK,Dropped out of,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,25,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,26,White,LA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,27,White,NY,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,28,NA,Netherlands,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,28,White,TX,NA,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,22,White,UK,Working on,Atheism,NA,No,No
Woman,Bisexual,Bisexual_female,27,White,UK,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,30,"Native American, Hispanic / Latin, White",NY,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,30,White,Sweden,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,36,White,PA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,44,White,MO,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,39,White,ND,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,NY,Graduated from,Judaism,NA,No,No
Woman,Bisexual,Bisexual_female,38,White,MA,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,31,Indian,India,Graduated from,Agnosticism,NA,No,No
Man,Gay,Gay_male,36,"White, Other",WA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,White,MI,Working on,-,NA,No,No
Man,Straight,Hetero_male,44,White,NJ,Working on,-,NA,No,No
Woman,Straight,Hetero_female,30,White,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,32,White,GA,Dropped out of,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,CA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,32,White,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,51,NA,OR,NA,-,NA,No,No
Man,Straight,Hetero_male,49,White,CA,Graduated from,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,51,White,CA,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,53,White,FL,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,42,"Hispanic / Latin, White",CA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,57,White,TX,Graduated from,Other,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,33,White,TX,NA,Agnosticism,NA,No,No
Man,Straight,Hetero_male,24,White,Australia,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,54,White,MI,Dropped out of,Catholicism,NA,No,No
Man,Straight,Hetero_male,37,White,MN,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,37,Hispanic / Latin,TX,Dropped out of,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,35,White,NY,Graduated from,Judaism,NA,No,No
Man,Straight,Hetero_male,31,NA,GA,NA,-,NA,No,No
Man,Straight,Hetero_male,38,Black,CO,NA,Christianity,NA,Yes,Yes
Man,Bisexual,Bisexual_male,38,White,CA,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,30,"Black, Other",NC,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,40,White,LA,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,23,"Hispanic / Latin, White, Other",CA,Graduated from,Agnosticism,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,37,White,WI,Graduated from,Christianity,but not too serious about it,No,No
Man,Bisexual,Bisexual_male,22,White,IL,Working on,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,32,"Hispanic / Latin, White",IL,Working on,-,NA,No,No
Man,Straight,Hetero_male,44,White,MO,Graduated from,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,36,White,UK,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,35,NA,MD,NA,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,29,White,TX,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,29,White,CA,Graduated from,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,37,White,NJ,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,28,White,Netherlands,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,31,White,CT,Graduated from,Christianity,and laughing about it,No,No
Man,Straight,Hetero_male,33,White,Alberta,Working on,-,NA,No,No
Woman,Straight,Hetero_female,36,White,AZ,Graduated from,Atheism,NA,No,No
Woman,Gay,Gay_female,30,White,CO,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,26,White,Australia,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,30,White,Austria,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,54,NA,CA,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,30,"Asian, Native American, Pacific Islander, White",CA,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,32,NA,MN,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Gay,Gay_male,48,White,Australia,NA,-,NA,No,No
Man,Straight,Hetero_male,44,White,LA,Graduated from,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,29,Asian,Ontario,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,32,Black,MN,Working on,-,NA,No,No
Woman,Bisexual,Bisexual_female,37,NA,KY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,28,White,NC,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,White,VA,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,45,White,MS,NA,Christianity,NA,No,No
Man,Straight,Hetero_male,45,"White, Other",WA,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,44,White,TN,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,25,White,AL,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,31,"White, Other",Germany,Dropped out of,Other,and very serious about it,No,No
Man,Straight,Hetero_male,45,White,Italy,Working on,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,26,White,KS,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,CA,NA,-,NA,No,No
Man,Straight,Hetero_male,36,NA,IN,NA,-,NA,No,No
Woman,Bisexual,Bisexual_female,34,"Hispanic / Latin, White",IL,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,44,White,OR,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,40,Other,Alberta,NA,-,NA,No,No
Man,Bisexual,Bisexual_male,24,NA,NY,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,33,White,OR,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,39,"Hispanic / Latin, White",CA,Graduated from,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,30,NA,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,36,White,VA,Working on,-,NA,No,No
Man,Straight,Hetero_male,31,Middle Eastern,NY,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,25,Hispanic / Latin,Germany,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,59,White,MI,Graduated from,Atheism,and very serious about it,No,No
Man,Gay,Gay_male,29,White,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,33,White,NY,Graduated from,Agnosticism,but not too serious about it,Yes,No
Man,Straight,Hetero_male,42,White,Serbia,Dropped out of,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,53,White,MO,Graduated from,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,34,White,Switzerland,Graduated from,-,NA,No,No
Man,Gay,Gay_male,49,"Hispanic / Latin, White, Other",CA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,43,Other,NH,Graduated from,Other,and laughing about it,No,No
Man,Bisexual,Bisexual_male,34,"Black, Other",Ontario,Working on,Other,and laughing about it,No,No
Woman,Straight,Hetero_female,24,White,UK,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,40,"White, Other",UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,52,Black,WI,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,34,White,CA,Graduated from,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,34,White,WA,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,35,White,IL,NA,Christianity,NA,No,Yes
Man,Straight,Hetero_male,41,White,Ontario,Dropped out of,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,29,NA,British Columbia,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,49,White,Ireland,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,31,White,PA,Graduated from,Catholicism,NA,No,No
Man,Straight,Hetero_male,37,White,WA,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,32,White,UK,Dropped out of,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,37,White,CA,Graduated from,Christianity,NA,Yes,No
Man,Gay,Gay_male,38,White,WA,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Bisexual,Bisexual_male,37,White,CA,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,23,White,NY,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,39,Black,UK,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,30,"Pacific Islander, White",KY,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,35,White,IL,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,38,White,Greece,Graduated from,Atheism,and laughing about it,No,Yes
Man,Straight,Hetero_male,25,White,HI,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,25,White,WA,NA,-,NA,No,No
Man,Straight,Hetero_male,40,White,Alberta,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,21,White,CA,Working on,Other,and somewhat serious about it,No,No
Man,Bisexual,Bisexual_male,32,White,IL,Working on,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,43,White,Germany,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,28,"Native American, White",CA,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,29,White,PA,Working on,Atheism,NA,Yes,No
Man,Straight,Hetero_male,26,White,NM,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,White,IL,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,21,Black,CT,Working on,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,29,White,AL,Working on,-,but not too serious about it,No,No
Man,Gay,Gay_male,31,"Pacific Islander, White",MD,Graduated from,Agnosticism,and very serious about it,Yes,Yes
Woman,Straight,Hetero_female,38,Hispanic / Latin,FL,NA,Christianity,but not too serious about it,No,No
Man,Bisexual,Bisexual_male,56,White,MS,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,33,White,MA,Graduated from,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,44,White,Netherlands,Graduated from,Other,NA,Yes,Yes
Man,Bisexual,Bisexual_male,31,"Hispanic / Latin, White",Peru,Working on,-,NA,No,No
Man,Straight,Hetero_male,39,White,CA,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,35,White,Netherlands,Working on,Other,NA,No,No
Man,Straight,Hetero_male,50,"Native American, White",CO,Graduated from,Christianity,NA,No,No
Woman,Bisexual,Bisexual_female,30,White,CA,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,34,"Hispanic / Latin, White",CA,Working on,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,29,White,Ireland,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,28,White,Australia,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,28,White,CA,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,29,White,WI,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,48,Other,Australia,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,47,White,IL,Graduated from,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,47,White,South Africa,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,32,White,CA,NA,-,NA,No,No
Man,Straight,Hetero_male,30,White,OR,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,32,White,LA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Gay,Gay_male,31,White,CA,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,39,White,Germany,Graduated from,Christianity,but not too serious about it,No,Yes
Man,Straight,Hetero_male,36,White,WA,Dropped out of,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,36,"Native American, White",NY,Dropped out of,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,White,UK,Graduated from,Other,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,21,Black,FL,Working on,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,36,White,CA,NA,Christianity,and laughing about it,Yes,Yes
Woman,Bisexual,Bisexual_female,39,White,WI,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,43,White,SC,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,37,NA,WA,Graduated from,Other,and very serious about it,No,No
Man,Straight,Hetero_male,36,White,GA,Dropped out of,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,45,White,VA,Graduated from,-,NA,No,Yes
Man,Straight,Hetero_male,27,Middle Eastern,UK,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,34,White,GA,Graduated from,Buddhism,but not too serious about it,No,No
Man,Straight,Hetero_male,36,Hispanic / Latin,FL,NA,Catholicism,but not too serious about it,Yes,Yes
Woman,Gay,Gay_female,36,White,British Columbia,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,44,White,MI,Graduated from,Other,and somewhat serious about it,No,No
Man,Gay,Gay_male,35,"Asian, Pacific Islander",CA,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,Asian,Singapore,Dropped out of,Other,NA,Yes,Yes
Woman,Straight,Hetero_female,32,White,CO,Working on,Catholicism,but not too serious about it,No,Yes
Woman,Straight,Hetero_female,32,White,OH,Graduated from,Other,but not too serious about it,No,No
Woman,Straight,Hetero_female,31,White,VA,Graduated from,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,34,White,MA,Graduated from,Christianity,and laughing about it,No,No
Woman,Straight,Hetero_female,45,White,CA,NA,Catholicism,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,43,White,NV,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,39,Asian,DC,Graduated from,Hinduism,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,IL,Dropped out of,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,37,White,IN,Dropped out of,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,35,Hispanic / Latin,CA,NA,-,NA,No,No
Man,Straight,Hetero_male,35,"Asian, Other",UK,Dropped out of,Atheism,NA,No,No
Man,Straight,Hetero_male,33,White,GA,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,50,White,MA,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,44,White,PA,Graduated from,Catholicism,NA,No,No
Man,Straight,Hetero_male,29,White,CO,Working on,Other,and very serious about it,No,Yes
Man,Straight,Hetero_male,40,White,WA,NA,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,29,NA,UK,Dropped out of,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,White,NH,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,MO,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,33,Black,Saudi Arabia,Graduated from,Christianity,and very serious about it,No,No
Man,Gay,Gay_male,32,White,Ontario,NA,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,36,White,FL,Graduated from,Catholicism,but not too serious about it,No,No
Man,Gay,Gay_male,42,White,CA,Graduated from,Other,but not too serious about it,No,No
Woman,Straight,Hetero_female,34,Hispanic / Latin,MO,Graduated from,Christianity,NA,No,No
Woman,Straight,Hetero_female,28,White,VA,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,54,Other,CA,Working on,Other,NA,No,No
Woman,Straight,Hetero_female,28,White,IL,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,28,White,PA,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,23,NA,VA,Working on,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,23,White,NY,Working on,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,31,White,FL,Working on,Atheism,and very serious about it,Yes,Yes
Man,Straight,Hetero_male,42,Black,OH,Dropped out of,Other,and very serious about it,No,No
Man,Straight,Hetero_male,45,White,IL,Graduated from,Other,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,37,White,FL,Working on,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,43,White,FL,Working on,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,33,White,NY,Graduated from,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,29,White,SC,Graduated from,Atheism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,27,"Middle Eastern, Black",SC,Working on,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,40,White,Germany,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,27,White,PA,Working on,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,25,White,UK,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Bisexual,Bisexual_male,37,"Middle Eastern, Black, Hispanic / Latin, White",NY,Dropped out of,Buddhism,NA,No,No
Woman,Straight,Hetero_female,41,White,Alberta,NA,-,NA,No,Yes
Woman,Straight,Hetero_female,44,White,TX,Graduated from,-,NA,Yes,Yes
Woman,Straight,Hetero_female,47,White,GA,NA,Other,and laughing about it,No,No
Man,Gay,Gay_male,31,White,DC,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,White,IN,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,38,White,TX,Working on,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,35,White,TX,NA,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,26,White,PA,NA,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,30,NA,Germany,NA,-,NA,No,No
Woman,Straight,Hetero_female,27,White,WI,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,27,White,TX,Working on,Other,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,30,White,MA,Graduated from,Atheism,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,23,White,PA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,26,"Hispanic / Latin, White",SC,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Bisexual,Bisexual_male,43,White,Alberta,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,28,White,WI,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,31,White,AR,NA,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,34,"Middle Eastern, Black, Other",WA,Dropped out of,-,NA,No,No
Woman,Straight,Hetero_female,24,Asian,Philippines,Graduated from,Catholicism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,35,White,TX,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,43,"White, Other",NM,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,37,White,NY,Dropped out of,Other,NA,No,No
Man,Straight,Hetero_male,32,White,UT,Working on,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,36,Asian,WA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,42,White,MD,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,35,White,UK,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,22,White,MI,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,39,White,Italy,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,40,White,PA,Dropped out of,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,28,White,GA,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,54,"Native American, White",MO,Dropped out of,Other,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,27,White,CA,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,43,White,Germany,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,22,White,Germany,Working on,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,39,"Asian, Black, Native American",MA,Graduated from,Catholicism,NA,No,No
Man,Straight,Hetero_male,34,White,TX,Graduated from,Other,and very serious about it,No,No
Woman,Bisexual,Bisexual_female,34,White,RI,Working on,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,Greece,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,33,Black,NY,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,20,White,Brazil,Working on,-,NA,No,No
Man,Straight,Hetero_male,26,White,New Zealand,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,33,Hispanic / Latin,CA,NA,Atheism,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,28,Black,VA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,"Middle Eastern, White",CA,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,32,White,MA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,42,Other,PA,Graduated from,Other,NA,Yes,Yes
Man,Straight,Hetero_male,33,White,OH,Graduated from,Atheism,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,34,White,PA,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,35,White,Germany,Graduated from,Catholicism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,40,White,CA,Graduated from,Judaism,NA,Yes,Yes
Man,Straight,Hetero_male,36,White,Germany,Working on,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,36,White,TX,Working on,Christianity,and very serious about it,Yes,Yes
Man,Straight,Hetero_male,35,NA,IL,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,White,AR,Working on,Other,and laughing about it,No,No
Man,Straight,Hetero_male,49,White,UT,Graduated from,Agnosticism,and very serious about it,No,No
Woman,Straight,Hetero_female,38,White,Spain,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,37,White,MI,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,45,White,NY,Graduated from,Catholicism,NA,No,No
Man,Straight,Hetero_male,44,White,NC,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,38,NA,UT,NA,-,NA,No,No
Man,Straight,Hetero_male,33,White,Nova Scotia,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,36,White,NY,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,37,White,NC,Dropped out of,Other,and laughing about it,No,No
Man,Straight,Hetero_male,31,White,FL,Graduated from,Christianity,and very serious about it,No,No
Woman,Straight,Hetero_female,46,White,Austria,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,32,White,OH,Graduated from,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,34,White,OK,Working on,Catholicism,but not too serious about it,No,No
Man,Gay,Gay_male,48,White,TX,Dropped out of,Agnosticism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,31,White,Australia,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,38,White,WA,Working on,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,27,White,MO,Working on,Other,but not too serious about it,No,No
Woman,Straight,Hetero_female,24,White,FL,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,38,White,NJ,Working on,Catholicism,NA,No,No
Woman,Straight,Hetero_female,27,White,MA,Graduated from,Judaism,NA,No,No
Man,Straight,Hetero_male,37,Middle Eastern,Norway,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,32,Asian,Hong Kong,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,32,NA,Germany,Working on,Agnosticism,but not too serious about it,No,No
